e240	e30	embargo	kept	embargo	keep	NN1	VVN	1	0	OCCURRENCE	ASPECTUAL	NONE	PRESENT	NONE	PERFECTIVE	NMOD-VC	O|O	O	O	O	DURING
e11	e18	come	give	come	give	VVB	VVB	3	4	OCCURRENCE	OCCURRENCE	INFINITIVE	NONE	NONE	NONE	O	O|O	O	O	O	BEFORE
e15	e16	see	see	see	see	VVB	VVB	1	1	PERCEPTION	PERCEPTION	FUTURE	PRESENT	NONE	NONE	O	MAIN|MAIN	O	O	O	SIMULTANEOUS
e11	e15	come	see	come	see	VVB	VVB	1	2	OCCURRENCE	PERCEPTION	INFINITIVE	FUTURE	NONE	NONE	O	O|MAIN	O	O	O	BEFORE
e87	e8	endures	outsmarted	endure	outsmarted	NN0	AJ0	2	1	OCCURRENCE	OCCURRENCE	PRESENT	NONE	NONE	NONE	O	O|O	still	BEGIN-BEFORE	O	INCLUDES
e87	e7	endures	outlasted	endure	outlast	NN0	VVN	1	1	OCCURRENCE	OCCURRENCE	PRESENT	NONE	NONE	NONE	O	O|MAIN	still	BEGIN-BEFORE	O	INCLUDES
e2	e87	tried	endures	try	endure	VVN	NN0	2	1	I_ACTION	OCCURRENCE	PRESENT	PRESENT	PERFECTIVE	NONE	O	O|O	still	BEGIN-BETWEEN	O	IS_INCLUDED
e1	e87	predicted	endures	predict	endure	VVN	NN0	4	1	I_ACTION	OCCURRENCE	PRESENT	PRESENT	PERFECTIVE	NONE	O	MAIN|O	still	BEGIN-BETWEEN	O	IS_INCLUDED
e59	e60	end	exploitation	end	exploitation	VVB	NN1	1	0	ASPECTUAL	OCCURRENCE	INFINITIVE	INFINITIVE	NONE	NONE	OBJ	O|O	O	O	by	AFTER

e27	e28	become	catching	become	catch	VVN	VVG	1	1	OCCURRENCE	I_ACTION	PRESENT	PRESPART	PERFECTIVE	NONE	O	O|MAIN	still	BEGIN-BETWEEN	O	BEFORE
e22	e23	picked	followed	pick	follow	VVN	VVD	2	0	I_ACTION	OCCURRENCE	PAST	PAST	NONE	NONE	TMP-DEP-VC	O|MAIN	once	BETWEEN	as	BEFORE
e22	e52	picked	astronaut	pick	astronaut	VVN	NN1	1	0	I_ACTION	STATE	PAST	NONE	NONE	NONE	ADV-PMOD	O|O	once	BETWEEN	as	BEGINS
e20	e51	held	lack	hold	lack	VVN	NN1	2	0	OCCURRENCE	STATE	PAST	NONE	NONE	NONE	LGS-PMOD	O|O	until	BETWEEN	by	DURING_INV
e68	e44	doing	makes	do	make	VVG	NN0	1	0	OCCURRENCE	OCCURRENCE	PRESENT	PRESENT	PROGRESSIVE	NONE	SBJ-NMOD-SUB-VC	O|O	O	O	O	IDENTITY
e6	e7	chosen	included	choose	include	VVN	VVD	1	0	OCCURRENCE	OCCURRENCE	PAST	PAST	NONE	NONE	OBJ-SUB	O|O	after	BETWEEN	O	BEFORE
e37	e41	commander	boss	commander	boss	NN1	NN1	4	1	STATE	STATE	NONE	PRESENT	NONE	NONE	O	O|O	O	O	O	IDENTITY
e37	e38	commander	mission	commander	mission	NN1	NN1	1	0	STATE	OCCURRENCE	NONE	NONE	NONE	NONE	O	O|O	O	O	O	SIMULTANEOUS

e295	e296	overproducing	driving	overproducing	drive	AJ0	VVG	1	0	OCCURRENCE	OCCURRENCE	NONE	PRESPART	NONE	NONE	O	O|O	O	O	by	SIMULTANEOUS
e294	e295	slashing	overproducing	slash	overproducing	VVG	AJ0	1	0	OCCURRENCE	OCCURRENCE	PRESPART	NONE	NONE	NONE	ADV-PMOD-NMOD	O|O	O	O	O	SIMULTANEOUS
e292	e294	disputes	slashing	dispute	slash	NN2	VVG	2	1	OCCURRENCE	OCCURRENCE	NONE	PRESPART	NONE	NONE	O	O|O	O	O	O	SIMULTANEOUS
e290	e293	said	accused	say	accuse	VVD	VVD	3	1	REPORTING	I_ACTION	PAST	PAST	NONE	NONE	O	MAIN|MAIN	O	O	O	SIMULTANEOUS
e175	e291	invasion	invaded	invasion	invade	NN1	VVD	87	26	OCCURRENCE	OCCURRENCE	PAST	PAST	NONE	NONE	O	O|O	then	BEGIN-BETWEEN	if	IDENTITY
e290	e291	said	invaded	say	invade	VVD	VVD	1	0	REPORTING	OCCURRENCE	PAST	PAST	NONE	NONE	OBJ	MAIN|O	after	AFTER	because	AFTER
e291	e292	invaded	disputes	invade	dispute	VVD	NN2	1	0	OCCURRENCE	OCCURRENCE	PAST	NONE	NONE	NONE	PRP-PMOD	O|O	after	BETWEEN	because	AFTER
e260	e261	cripple	cutting	cripple	cut	VVB	VVG	1	0	OCCURRENCE	OCCURRENCE	INFINITIVE	PRESPART	NONE	NONE	MNR-PMOD	MAIN|O	O	O	O	AFTER
e258	e259	embargo	meant	embargo	mean	NN1	VVN	1	0	OCCURRENCE	I_STATE	PRESENT	PRESENT	NONE	NONE	SBJ	O|MAIN	O	O	O	SIMULTANEOUS
e256	e257	provided	lending	provide	lend	VVN	VVG	1	0	OCCURRENCE	OCCURRENCE	PRESENT	NONE	PERFECTIVE	NONE	ADV-PMOD	MAIN|O	O	O	so	SIMULTANEOUS
e254	e255	putting	blockade	put	blockade	VVG	NN1	1	0	OCCURRENCE	OCCURRENCE	PRESPART	PRESPART	NONE	NONE	OBJ	O|O	O	O	O	SIMULTANEOUS
e230	e231	citing	said	cite	say	VVG	VVD	1	0	REPORTING	REPORTING	PRESPART	PAST	NONE	NONE	SBJ-APPO	O|MAIN	O	O	O	SIMULTANEOUS
e219	e221	declined	said	decline	say	VVD	VVD	2	0	I_ACTION	REPORTING	PAST	PAST	NONE	NONE	COORD-CONJ	MAIN|O	O	O	from	SIMULTANEOUS
e218	e219	interview	declined	interview	decline	NN1	VVD	1	0	OCCURRENCE	I_ACTION	NONE	PAST	NONE	NONE	LOC-PMOD	O|MAIN	O	O	from	INCLUDES
e208	e217	carrying	carrying	carry	carry	VVG	VVG	8	2	OCCURRENCE	OCCURRENCE	PAST	INFINITIVE	PROGRESSIVE	NONE	O	MAIN|O	O	O	O	IDENTITY
e203	e207	rolled	sanctions	roll	sanction	VVN	NN2	3	0	OCCURRENCE	OCCURRENCE	PASTPART	NONE	NONE	NONE	O	O|O	into	BETWEEN	from	IS_INCLUDED
e203	e206	rolled	unloaded	roll	unload	VVN	VVN	2	0	OCCURRENCE	OCCURRENCE	PASTPART	PAST	NONE	NONE	SBJ-NMOD-PMOD-APPO	O|MAIN	into	BETWEEN	from	BEFORE
e193	e198	said	disclosed	say	disclose	VVD	VVN	3	1	REPORTING	REPORTING	PAST	PAST	NONE	NONE	O	MAIN|MAIN	O	O	O	SIMULTANEOUS
e183	e184	massed	threatened	mass	threaten	VVD	VVD	1	0	OCCURRENCE	OCCURRENCE	PAST	PAST	NONE	NONE	SBJ-APPO	O|O	then	BEGIN	therefore	SIMULTANEOUS
e182	e183	saying	massed	say	mass	VVG	VVD	1	0	REPORTING	OCCURRENCE	PRESPART	PAST	NONE	NONE	OBJ-SBJ-APPO	O|O	then	BEGIN	therefore	DURING_INV
e181	e182	sent	saying	send	say	VVD	VVG	1	0	OCCURRENCE	REPORTING	PAST	PRESPART	NONE	NONE	ADV	MAIN|O	then	BETWEEN	therefore	BEFORE
e177	e181	ordered	sent	order	send	VVD	VVD	3	1	I_ACTION	OCCURRENCE	PAST	PAST	NONE	NONE	O	MAIN|MAIN	then	BEGIN-BETWEEN	therefore	BEFORE
e175	e180	invasion	seizing	invasion	seize	NN1	VVG	4	1	OCCURRENCE	OCCURRENCE	PAST	PRESPART	NONE	NONE	O	O|O	O	O	O	IDENTITY
e171	e175	annexed	invasion	annex	invasion	VVN	NN1	2	1	STATE	OCCURRENCE	PASTPART	PAST	NONE	NONE	O	O|O	O	O	O	IAFTER
e173	e175	rise	invasion	rise	invasion	NN1	NN1	1	0	OCCURRENCE	OCCURRENCE	PAST	PAST	NONE	NONE	O	O|O	follow	BETWEEN	O	AFTER
e150	e152	said	appear	say	appear	VVD	VVI	2	0	REPORTING	I_STATE	PAST	PRESENT	NONE	NONE	OBJ	MAIN|O	O	O	O	SIMULTANEOUS
e131	e133	stay	ends	stay	end	VVB	NN0	2	0	STATE	ASPECTUAL	FUTURE	PRESENT	NONE	NONE	TMP-SUB	O|O	until	BETWEEN	O	ENDED_BY
e129	e130	quoted	saying	quote	say	VVD	VVG	1	0	REPORTING	REPORTING	PAST	PRESPART	NONE	NONE	ADV-PMOD	MAIN|O	O	O	O	AFTER
e126	e128	leave	eliminated	leave	eliminate	VVB	VVN	1	0	OCCURRENCE	OCCURRENCE	PRESENT	PRESENT	NONE	NONE	TMP-AMOD-SUB-VC	O|O	as_soon_as	BETWEEN	from	AFTER
e122	e123	caught	sent	catch	send	VVD	VVD	1	0	OCCURRENCE	OCCURRENCE	PAST	PAST	NONE	NONE	LOC-PMOD-NMOD	O|O	when	BETWEEN	O	AFTER
e121	e122	darkened	caught	darken	catch	VVD	VVD	1	0	OCCURRENCE	OCCURRENCE	PAST	PAST	NONE	NONE	ADV-PMOD-APPO	MAIN|O	when	AFTER	O	AFTER
e118	e119	said	briefing	say	briefing	VVD	NN1	1	0	REPORTING	OCCURRENCE	PAST	NONE	NONE	NONE	LOC-PMOD	MAIN|O	former	BEGIN	O	IS_INCLUDED
e98	e106	said	sending	say	send	VVD	VVG	6	0	REPORTING	OCCURRENCE	PAST	PRESPART	NONE	NONE	OBJ-SUB-VC-OPRD-OPRD-IM-PRP-PMOD-NMOD-PMOD-APPO	MAIN|O	after	BETWEEN	as_a_result_of	IS_INCLUDED
e104	e106	drain	sending	drain	send	NN1	VVG	1	0	OCCURRENCE	OCCURRENCE	NONE	PRESPART	NONE	NONE	NMOD-PMOD-APPO	O|O	after	BETWEEN	as_a_result_of	SIMULTANEOUS
e98	e99	said	considering	say	consider	VVD	VVG	1	0	REPORTING	I_STATE	PAST	PRESPART	NONE	NONE	OBJ-SUB-VC	MAIN|O	O	O	O	BEFORE
e92	e97	said	harbor	say	harbor	VVD	VVI	3	0	REPORTING	OCCURRENCE	PAST	PRESENT	NONE	NONE	OBJ-OPRD-IM-ADV-PMOD-APPO-AMOD-PMOD-NMOD	MAIN|O	into	BETWEEN	O	SIMULTANEOUS
e90	e91	criticized	dispatched	criticize	dispatch	VVD	VVN	1	0	OCCURRENCE	OCCURRENCE	PAST	PASTPART	NONE	NONE	OBJ-APPO	O|O	still	BETWEEN	O	AFTER
e87	e88	condemned	invasion	condemn	invasion	VVN	NN1	1	0	OCCURRENCE	OCCURRENCE	PAST	PAST	PERFECTIVE	PERFECTIVE	OBJ	O|O	O	O	O	AFTER
e80	e81	cease-fire	war	cease-fire	war	NN1	NN1	2	0	OCCURRENCE	OCCURRENCE	NONE	NONE	NONE	NONE	NMOD-PMOD	O|O	O	O	O	ENDS
e77	e78	rejected	talks	reject	talk	VVN	NN2	1	0	OCCURRENCE	OCCURRENCE	PAST	NONE	PERFECTIVE	NONE	LOC-PMOD	O|O	O	O	O	IS_INCLUDED
e61	e62	read	said	read	say	VVN	VVD	1	0	OCCURRENCE	REPORTING	PASTPART	PAST	NONE	NONE	LOC-PMOD-APPO	O|MAIN	during	BETWEEN	by	SIMULTANEOUS
e41	e42	delivered	seemed	deliver	seem	VVN	VVD	1	0	OCCURRENCE	I_STATE	PASTPART	PAST	NONE	NONE	LOC-PMOD-APPO	O|MAIN	O	O	O	SIMULTANEOUS
e40	e41	speech	delivered	speech	deliver	NN1	VVN	1	0	OCCURRENCE	OCCURRENCE	NONE	PASTPART	NONE	NONE	APPO	O|O	O	O	O	SIMULTANEOUS
e35	e38	denounced	said	denounce	say	VVD	VVD	1	0	OCCURRENCE	REPORTING	PAST	PAST	NONE	NONE	COORD-CONJ	MAIN|O	O	O	O	SIMULTANEOUS
e28	e30	said	said	say	say	VVD	VVD	4	1	REPORTING	REPORTING	PAST	PAST	NONE	NONE	O	MAIN|MAIN	still	BEGIN-BETWEEN	O	SIMULTANEOUS
e29	e387	sent	stops	send	stop	VVN	NN2	1	0	OCCURRENCE	OCCURRENCE	PAST	NONE	PERFECTIVE	NONE	ADV-PMOD-NMOD-PMOD	O|O	O	O	O	BEFORE
e28	e29	said	sent	say	send	VVD	VVN	2	0	REPORTING	OCCURRENCE	PAST	PAST	NONE	PERFECTIVE	OBJ-VC	MAIN|O	O	O	O	AFTER
e23	e27	extend	shut	extend	shut	VVB	VVB	1	0	OCCURRENCE	OCCURRENCE	PRESENT	PASTPART	NONE	NONE	PRP-IM	O|O	O	O	O	BEFORE
e11	e13	captured	war	capture	war	VVN	NN1	1	0	OCCURRENCE	OCCURRENCE	PASTPART	NONE	NONE	NONE	TMP-PMOD	O|O	during	BETWEEN	O	IS_INCLUDED
e6	e8	sought	promising	seek	promise	VVD	VVG	1	0	I_ACTION	I_ACTION	PAST	PRESPART	NONE	NONE	MNR-PMOD	MAIN|O	O	O	O	SIMULTANEOUS
e52	e54	said	continued	say	continue	VVD	VVD	2	1	REPORTING	ASPECTUAL	PAST	PAST	NONE	NONE	O	MAIN|MAIN	O	O	O	BEFORE
e63	e64	begin	withdrawing	begin	withdraw	VVB	VVG	1	0	ASPECTUAL	OCCURRENCE	PRESENT	PRESPART	NONE	NONE	OPRD	O|O	O	O	from	BEGINS
e62	e67	said	said	say	say	VVD	VVD	5	1	REPORTING	REPORTING	PAST	PAST	NONE	NONE	O	MAIN|MAIN	O	O	O	BEFORE
e67	e70	said	said	say	say	VVD	VVD	2	0	REPORTING	REPORTING	PAST	PAST	NONE	NONE	OBJ-PRD-NMOD	MAIN|O	O	O	O	SIMULTANEOUS
e117	e118	expected	said	expect	say	VVN	VVD	2	0	OCCURRENCE	REPORTING	PRESENT	PAST	NONE	NONE	OBJ-VC	O|MAIN	still	BETWEEN	O	DURING
e13	e132	war	crisis	war	crisis	NN1	NN1	92	20	OCCURRENCE	OCCURRENCE	NONE	PRESENT	NONE	NONE	O	O|O	when	BEGIN-BETWEEN	O	IDENTITY
e159	e941	remained	closed	remain	closed	VVD	AJ0	1	0	ASPECTUAL	STATE	PAST	PAST	NONE	NONE	PRD	MAIN|O	O	O	O	DURING_INV
e165	e166	retaliate	boost	retaliate	boost	VVB	VVI	1	0	OCCURRENCE	OCCURRENCE	PRESENT	PRESENT	NONE	NONE	ADV-SUB	O|O	if	BETWEEN	if	AFTER
e201	e202	remained	operating	remain	operate	VVD	VVG	1	0	I_STATE	OCCURRENCE	PAST	NONE	NONE	NONE	OPRD	O|O	into	BETWEEN	O	DURING_INV
e236	e238	withdrawal	buildup	withdrawal	buildup	NN1	NN1	1	1	OCCURRENCE	OCCURRENCE	INFINITIVE	PAST	NONE	NONE	O	O|O	O	O	O	ENDS
e132	e244	crisis	crisis	crisis	crisis	NN1	NN1	83	25	OCCURRENCE	OCCURRENCE	PRESENT	O	NONE	O	O	O|O	until	BEGIN-BETWEEN	if	IDENTITY
e245	e246	force	withdraw	force	withdraw	VVI	VVB	1	0	OCCURRENCE	OCCURRENCE	PRESENT	INFINITIVE	NONE	NONE	OPRD-IM	O|O	until	BETWEEN	O	BEFORE

e280	e282	attempt	arrests	attempt	arrest	NN1	NN2	2	0	I_ACTION	OCCURRENCE	NONE	O	NONE	O	NMOD-OPRD-IM-OBJ	O|O	O	O	O	BEFORE
e280	e190	attempt	led	attempt	lead	NN1	VVD	1	0	I_ACTION	OCCURRENCE	NONE	PAST	NONE	NONE	NMOD	O|O	O	O	O	IDENTITY
e189	e280	target	attempt	target	attempt	NN1	NN1	1	0	STATE	I_ACTION	NONE	NONE	NONE	NONE	NMOD-PMOD	O|O	O	O	O	IS_INCLUDED
e175	e274	filed	honoring	file	honor	VVN	VVG	2	0	OCCURRENCE	I_ACTION	PAST	PAST	PERFECTIVE	PROGRESSIVE	COORD-CONJ	MAIN|O	O	O	by	IS_INCLUDED
e171	e173	decision	meeting	decision	meeting	NN1	NN1	1	0	STATE	OCCURRENCE	NONE	NONE	NONE	NONE	NMOD-PMOD	O|O	O	O	O	BEFORE
e166	e169	called	called	call	call	VVD	VVN	2	1	I_ACTION	I_ACTION	PAST	PASTPART	NONE	NONE	O	MAIN|MAIN	O	O	O	SIMULTANEOUS
e159	e165	told	said	tell	say	VVD	VVD	2	1	REPORTING	REPORTING	PAST	PAST	NONE	NONE	O	O|MAIN	O	O	O	IDENTITY
e158	e159	met	told	meet	tell	VVD	VVD	2	0	OCCURRENCE	REPORTING	PAST	PAST	NONE	NONE	COORD-CONJ	MAIN|O	O	O	from	BEFORE
e152	e156	said	streamed	say	stream	VVD	VVD	3	2	REPORTING	OCCURRENCE	PAST	PAST	NONE	NONE	O	MAIN|MAIN	earlier	BEGIN-BETWEEN	O	AFTER
e152	e153	said	said	say	say	VVD	VVD	1	1	REPORTING	REPORTING	PAST	PAST	NONE	NONE	O	MAIN|MAIN	still	BEGIN-BETWEEN	O	SIMULTANEOUS
e267	e143	outlet	tightened	outlet	tighten	NN1	VVN	2	0	STATE	OCCURRENCE	NONE	PRESENT	NONE	PERFECTIVE	O	O|O	O	O	now_that	BEGUN_BY
e210	e140	meeting	meeting	meeting	meeting	NN1	NN1	119	42	OCCURRENCE	OCCURRENCE	NONE	NONE	NONE	NONE	O	O|O	meanwhile	BEGIN-BETWEEN	so_that	IDENTITY
e129	e263	controls	has	control	have	NN0	NN0	2	1	STATE	STATE	PRESENT	PRESENT	NONE	NONE	O	O|O	O	O	O	SIMULTANEOUS
e129	e262	controls	conquest	control	conquest	NN0	NN1	1	0	STATE	OCCURRENCE	PRESENT	NONE	NONE	NONE	OBJ-NMOD-PMOD-NMOD-PMOD	O|O	O	O	O	BEGUN_BY
e259	e123	strangle	retreats	strangle	retreat	VVB	NN0	1	0	OCCURRENCE	OCCURRENCE	INFINITIVE	PRESENT	NONE	NONE	O	MAIN|O	until	BETWEEN	O	ENDED_BY
e122	e123	isolate	retreats	isolate	retreat	VVB	NN0	2	0	OCCURRENCE	OCCURRENCE	INFINITIVE	PRESENT	NONE	NONE	TMP-SUB	MAIN|O	until	BETWEEN	O	ENDED_BY
e258	e114	according	declined	accord	decline	VVG	VVD	1	1	REPORTING	I_ACTION	NONE	PAST	NONE	NONE	O	O|MAIN	O	O	if	INCLUDES
e104	e110	retreated	said	retreat	say	VVN	VVD	4	1	OCCURRENCE	REPORTING	PRESENT	PAST	PERFECTIVE	NONE	O	O|MAIN	when	BEGIN-BETWEEN	O	BEFORE
e103	e257	engaged	locks	engage	lock	VVN	NN0	2	0	OCCURRENCE	OCCURRENCE	PRESENT	PRESENT	PERFECTIVE	NONE	ADV-PMOD-OBJ-NMOD-PMOD-NMOD-VC-TMP	O|O	when	BETWEEN	O	IAFTER
e104	e257	retreated	locks	retreat	lock	VVN	NN0	1	0	OCCURRENCE	OCCURRENCE	PRESENT	PRESENT	PERFECTIVE	NONE	TMP	O|O	when	BETWEEN	O	AFTER
e103	e104	engaged	retreated	engage	retreat	VVN	VVN	1	0	OCCURRENCE	OCCURRENCE	PRESENT	PRESENT	PERFECTIVE	PERFECTIVE	ADV-PMOD-OBJ-NMOD-PMOD-NMOD-VC	O|O	when	AFTER	O	BEFORE
e97	e255	use	firing	use	fire	VVB	VVG	3	1	OCCURRENCE	OCCURRENCE	INFINITIVE	PRESPART	NONE	NONE	O	O|MAIN	O	O	O	INCLUDES
e253	e254	has	aided	have	aid	NN0	VVN	1	1	STATE	STATE	PRESENT	PRESENT	NONE	NONE	O	O|MAIN	O	O	by	SIMULTANEOUS
e251	e91	operation	committed	operation	commit	NN1	VVD	7	3	OCCURRENCE	OCCURRENCE	NONE	PAST	NONE	NONE	O	O|MAIN	O	O	O	SIMULTANEOUS
e71	e85	massing	massed	mass	mass	VVG	VVN	13	4	OCCURRENCE	OCCURRENCE	PRESPART	PRESENT	NONE	PERFECTIVE	O	O|MAIN	O	O	O	IDENTITY
e251	e85	operation	massed	operation	mass	NN1	VVN	1	0	OCCURRENCE	OCCURRENCE	NONE	PRESENT	NONE	PERFECTIVE	LOC-PMOD	O|MAIN	since	BETWEEN	since	INCLUDES
